department,telecommuting,has_company_logo,has_questions,employment_type,industry,function,fraudulent,Country,len_profile,len_description,requirement_is_existed
etc,0,0,1,Contract,Cosmetics,Art/Creative,0,US,0,934,True
IT,0,1,1,Full-time,Computer Hardware,Information Technology,0,US,1017,591,True
etc,0,0,0,Contract,Design,,0,CA,0,840,True
etc,0,0,1,Full-time,Computer Software,Sales,0,etc,0,514,True
etc,0,1,0,Contract,Airlines/Aviation,Information Technology,0,US,1439,2382,True
Product,0,1,1,Full-time,,Quality Assurance,0,US,2636,912,False
Operations,0,1,1,Full-time,Translation and Localization,Other,0,US,717,1371,True
etc,0,1,0,Full-time,Insurance,Customer Service,0,US,684,1080,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,467,179,True
Product,0,1,0,,,,0,US,570,1538,False
etc,0,1,1,Part-time,Computer Software,Education,0,US,217,579,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,235,True
etc,0,0,0,Contract,Information Technology and Services,Information Technology,0,US,0,880,True
etc,0,1,0,Part-time,Financial Services,Administrative,0,US,684,1150,True
etc,1,1,0,Full-time,Financial Services,Engineering,0,GB,568,255,True
etc,0,1,0,Full-time,Real Estate,Management,0,US,672,1284,True
etc,0,1,1,Full-time,,,0,etc,506,388,False
etc,0,0,1,Full-time,Computer Software,Information Technology,0,US,0,469,True
etc,0,0,0,Full-time,Oil & Energy,Other,1,US,0,2136,False
etc,0,0,1,Full-time,Computer Software,Information Technology,0,US,0,689,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,etc,892,99,True
etc,0,1,1,Full-time,Internet,Administrative,0,US,1126,1262,True
Sales,0,0,1,Full-time,Internet,Sales,0,GB,0,805,True
etc,0,1,0,Full-time,Accounting,Accounting/Auditing,0,etc,550,2141,True
etc,0,0,0,Full-time,Construction,Other,0,US,0,567,True
etc,0,0,1,,,,0,etc,0,1099,False
etc,0,1,1,Contract,Professional Training & Coaching,Business Development,0,GB,342,1039,True
etc,0,1,1,,,Sales,0,US,1187,1048,False
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,US,0,504,True
etc,0,1,1,Part-time,,,0,US,1014,2307,True
etc,0,1,1,Full-time,Computer Software,Engineering,0,US,536,675,True
etc,0,1,1,Full-time,Computer Software,Quality Assurance,0,US,536,810,True
etc,0,0,0,Full-time,Internet,General Business,0,US,0,2152,True
etc,0,1,0,Full-time,,,0,US,971,1747,False
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,1405,True
etc,0,0,0,Part-time,Financial Services,Finance,1,AU,0,467,True
etc,1,1,1,Full-time,Marketing and Advertising,Marketing,0,US,2425,3523,True
etc,0,1,0,,,,0,GR,516,3302,False
etc,1,1,1,Full-time,Computer Software,Information Technology,0,US,586,1309,True
etc,0,0,0,Full-time,Hospitality,,0,AE,0,765,True
etc,0,1,1,Contract,Internet,Sales,0,US,317,1257,True
etc,0,0,0,Other,Financial Services,Administrative,0,etc,0,1126,True
etc,0,1,1,Part-time,Internet,Accounting/Auditing,0,US,350,753,False
etc,0,1,1,Full-time,Public Relations and Communications,Public Relations,0,US,1332,617,True
etc,0,1,1,,,,0,US,1187,1048,False
etc,0,1,0,Part-time,Facilities Services,Customer Service,0,US,684,1191,True
etc,0,1,1,Full-time,Marketing and Advertising,Design,0,GR,1057,1002,True
Engineering,0,1,0,Full-time,Electrical/Electronic Manufacturing,Engineering,0,NZ,904,1177,True
etc,0,0,0,Full-time,Marketing and Advertising,Marketing,1,US,0,1332,True
etc,0,1,1,Part-time,Hospital & Health Care,Customer Service,0,GB,361,1659,True
etc,1,1,1,Contract,Computer & Network Security,Engineering,0,etc,298,123,True
etc,0,1,1,Other,Construction,,0,US,539,2987,True
etc,0,1,1,Full-time,Financial Services,,0,etc,310,1421,False
etc,0,1,0,,,,0,US,1402,2032,False
etc,0,1,1,Full-time,Internet,Sales,0,US,799,954,True
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,1,,,Marketing,0,etc,553,980,False
etc,0,1,1,,Computer Software,Engineering,0,US,1208,2044,True
etc,0,1,1,Full-time,Automotive,Production,0,US,243,454,True
etc,1,1,0,Full-time,Financial Services,Engineering,0,GB,568,182,True
etc,0,1,0,Full-time,Education Management,Customer Service,0,US,684,1222,True
etc,0,1,1,Full-time,Entertainment,Accounting/Auditing,0,US,352,1755,True
etc,0,0,0,Full-time,,,0,US,0,1317,True
Sales,0,1,0,Full-time,Staffing and Recruiting,Sales,0,etc,762,331,True
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,2474,True
Marketing,0,0,1,Full-time,Gambling & Casinos,Marketing,0,GR,0,1113,True
etc,0,1,1,,,,0,US,651,216,False
etc,0,1,1,Full-time,,Customer Service,0,GB,829,747,True
etc,0,0,0,Contract,Human Resources,Consulting,0,US,0,1172,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,314,True
etc,0,0,1,Full-time,Computer Games,Information Technology,0,US,0,389,True
etc,1,1,1,Temporary,Apparel & Fashion,Design,0,US,94,631,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,926,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
etc,0,1,1,Full-time,Insurance,General Business,0,US,1049,1089,True
etc,0,1,1,,,,0,etc,433,365,False
etc,1,1,0,,,,0,US,720,275,False
etc,1,1,1,Full-time,Internet,Information Technology,0,etc,1450,731,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,247,True
etc,0,1,1,Full-time,Photography,Quality Assurance,0,US,536,714,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,157,True
etc,0,1,0,Full-time,Retail,Information Technology,0,US,1439,2442,True
etc,0,1,1,Full-time,Computer Software,,0,GR,1250,348,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,324,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1220,True
Service,0,1,1,Full-time,,,0,etc,1594,2840,True
etc,0,1,0,Other,Information Technology and Services,Information Technology,0,US,397,1518,True
etc,0,1,1,Full-time,Information Technology and Services,Science,0,US,1318,1508,True
Engineering,0,1,0,Full-time,,Engineering,0,US,601,1595,True
etc,0,0,0,Full-time,,,0,US,228,947,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,317,True
etc,0,1,1,Full-time,Oil & Energy,Human Resources,0,US,879,2842,True
Development,0,1,1,,,Business Development,0,GB,310,841,False
etc,0,1,0,Full-time,"Health, Wellness and Fitness",Information Technology,0,etc,778,196,True
etc,0,1,1,Full-time,Computer Software,Sales,0,US,417,1391,True
etc,0,0,1,Full-time,Staffing and Recruiting,Information Technology,0,GB,551,281,True
Sales,0,1,0,Part-time,Events Services,Sales,0,etc,509,1434,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,etc,941,414,True
etc,0,1,1,,Legal Services,Administrative,0,GB,829,639,True
etc,0,1,0,Full-time,Consumer Services,,0,US,1187,221,True
Service,0,1,0,Full-time,Nonprofit Organization Management,Accounting/Auditing,0,etc,716,1422,True
etc,0,1,0,Full-time,Internet,Sales,0,US,405,860,True
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,AE,790,794,True
etc,0,1,0,Full-time,Internet,,0,US,1073,1823,False
etc,1,1,1,Full-time,Oil & Energy,Engineering,0,etc,1969,1630,True
etc,0,1,0,Full-time,Computer Software,Customer Service,0,SG,549,1356,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,,,0,US,699,865,False
etc,0,1,0,Full-time,Marketing and Advertising,,0,GB,586,985,True
etc,0,1,1,Other,Education Management,General Business,0,GB,1092,1683,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,2308,False
etc,0,1,1,Full-time,,Consulting,0,etc,1050,2605,False
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,0,Contract,Utilities,,0,US,0,777,False
etc,0,1,0,Full-time,Consumer Services,,0,US,1344,873,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,1,1,0,Contract,Financial Services,Information Technology,0,US,575,1303,False
Sales,0,1,1,Full-time,Marketing and Advertising,Sales,0,etc,1557,571,True
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,US,1628,2120,True
Product,0,1,0,Full-time,,Design,0,GB,0,2628,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,CA,1042,3171,True
Development,0,1,1,Full-time,Apparel & Fashion,Product Management,0,US,0,725,True
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,US,204,1295,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,0,0,Contract,Information Technology and Services,Information Technology,0,US,0,91,True
Operations,0,1,1,Full-time,Internet,Administrative,0,US,758,4491,True
Sales,0,1,1,Full-time,Internet,Business Development,0,US,1042,1483,True
etc,0,1,1,Contract,Education Management,,0,CA,53,381,True
etc,0,1,1,Contract,Computer Software,Information Technology,0,GR,527,589,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,etc,726,1258,True
etc,0,1,0,,,,0,US,188,866,False
etc,0,1,1,Part-time,Hospital & Health Care,Administrative,0,US,175,809,True
etc,0,1,1,Other,E-Learning,Writing/Editing,0,DE,651,267,False
etc,0,1,0,Full-time,Apparel & Fashion,,0,GB,580,2533,True
etc,0,1,1,Full-time,Financial Services,Customer Service,0,US,1025,2383,True
etc,0,1,1,,,,0,etc,0,174,False
etc,0,1,0,,Publishing,Sales,0,US,869,208,False
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,888,471,True
etc,0,1,1,,Oil & Energy,Sales,0,US,485,582,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,157,True
etc,0,1,0,Full-time,,,0,US,263,709,False
etc,0,1,0,Full-time,Internet,Administrative,0,DE,302,477,True
etc,0,1,1,,,,0,etc,433,505,False
etc,0,1,1,Full-time,Financial Services,Customer Service,0,US,1025,1873,True
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,4451,True
Product,0,1,1,Contract,Automotive,Business Development,0,GB,573,2246,True
etc,0,1,1,,,,0,DE,651,398,False
etc,0,1,1,Full-time,Civic & Social Organization,Health Care Provider,0,US,746,2005,True
etc,0,0,1,Full-time,Financial Services,Management,0,US,0,2958,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Full-time,Automotive,Project Management,0,GB,573,2637,True
Operations,0,1,1,,,Other,0,US,1576,227,False
IT,0,1,1,Contract,,Information Technology,0,US,879,1202,True
etc,0,1,1,Full-time,Semiconductors,Engineering,0,US,532,1231,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Information Technology and Services,Customer Service,0,etc,549,2253,True
Engineering,0,1,1,Full-time,Computer Software,Engineering,0,US,493,1343,False
etc,0,1,1,Full-time,Online Media,Strategy/Planning,0,US,384,2488,True
etc,0,0,1,Full-time,Nonprofit Organization Management,Production,0,US,636,861,True
etc,0,0,1,Full-time,Nonprofit Organization Management,Information Technology,0,US,636,994,True
etc,0,1,0,,,,0,GB,1103,1701,False
etc,0,1,1,Full-time,Internet,Sales,0,US,526,983,True
etc,0,0,1,Part-time,Marketing and Advertising,Marketing,0,US,0,1342,True
etc,0,1,1,,,,0,US,2301,930,False
etc,0,0,0,Full-time,Marketing and Advertising,Marketing,0,US,0,1900,True
etc,0,0,0,Full-time,,,0,US,0,624,False
etc,0,1,0,Contract,Education Management,,0,etc,53,332,True
etc,0,1,1,Full-time,Design,Art/Creative,0,GR,349,964,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,0,1,Full-time,Internet,Information Technology,0,etc,0,905,True
etc,0,1,1,Full-time,Food Production,Manufacturing,0,US,1808,3949,True
etc,0,1,0,Full-time,Entertainment,,0,US,1068,720,True
etc,0,0,0,Full-time,,,0,US,228,827,False
etc,0,1,1,,,,0,etc,433,1078,False
etc,0,0,0,Full-time,Internet,,0,GR,0,490,True
etc,0,1,1,Full-time,Computer Software,Engineering,0,US,493,1209,False
etc,0,1,1,Full-time,Computer & Network Security,,0,US,702,943,True
etc,0,1,1,Full-time,Food Production,Quality Assurance,0,US,958,974,True
etc,0,1,1,,,,0,GB,1092,1318,False
etc,0,0,0,Full-time,,,0,US,228,1086,False
Engineering,0,1,1,Full-time,Computer Software,Engineering,0,US,351,2352,True
Operations,0,1,0,Full-time,Computer Games,,0,GB,1481,1066,True
etc,0,1,1,Full-time,,Consulting,0,etc,1050,1981,False
etc,0,0,0,Full-time,Accounting,Accounting/Auditing,0,US,0,1143,True
etc,0,1,0,Full-time,Consumer Services,,0,GB,1085,1093,True
etc,0,1,0,Contract,Utilities,,0,US,0,1304,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Full-time,Semiconductors,Engineering,0,US,532,1511,True
etc,0,1,1,Full-time,Computer Software,Marketing,0,US,646,2378,True
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,2474,True
etc,0,1,1,Full-time,Semiconductors,Engineering,0,US,532,1099,True
Marketing,0,1,1,Full-time,,Marketing,0,US,788,1311,True
etc,0,1,0,,,,0,US,879,788,False
etc,0,1,1,Full-time,Internet,Marketing,0,etc,342,1582,True
etc,0,1,0,Full-time,Marketing and Advertising,Information Technology,0,US,710,2734,True
etc,0,1,1,,,,0,etc,433,631,False
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,888,True
etc,0,1,1,Full-time,Marketing and Advertising,Public Relations,0,GB,1395,1672,True
etc,0,0,0,Full-time,Computer Software,,0,IL,485,419,False
etc,0,0,0,Full-time,Computer Software,,0,US,228,678,False
etc,0,1,0,,,,0,US,1247,1644,True
etc,0,1,1,Full-time,Construction,Management,0,US,281,673,True
etc,0,1,1,Full-time,,,0,DE,134,1631,False
Marketing,0,1,1,Part-time,Computer Software,Marketing,0,NZ,1708,940,True
etc,0,1,0,Full-time,Legal Services,Customer Service,0,US,684,1145,True
etc,0,1,1,Full-time,,,0,US,384,1857,True
etc,0,0,1,,,,0,US,0,578,False
etc,0,1,0,,,,0,NZ,904,1089,False
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,US,844,534,True
etc,0,1,1,,,,0,US,157,1682,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,1,Full-time,Law Practice,Administrative,0,etc,33,368,True
etc,0,1,0,Full-time,Internet,Data Analyst,0,US,181,456,True
Marketing,0,1,1,Full-time,Marketing and Advertising,Marketing,0,etc,1055,1501,True
etc,0,1,0,Full-time,Internet,Information Technology,0,GB,79,523,True
etc,0,0,0,Full-time,,,0,US,228,726,False
etc,0,1,1,Full-time,Financial Services,Business Analyst,0,US,422,958,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,1441,980,True
etc,0,1,0,Full-time,Retail,Marketing,0,GB,439,1300,True
etc,0,1,1,Contract,Education Management,,0,GB,53,382,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,AU,986,931,True
Engineering,0,1,0,Full-time,Financial Services,Engineering,0,GB,812,670,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,1,Full-time,Financial Services,Finance,0,GB,812,486,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,etc,892,1638,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,129,True
etc,1,1,0,,,,0,GB,0,391,False
Development,0,1,1,Part-time,Computer Software,,0,US,747,1120,True
Operations,0,1,1,Full-time,Internet,Human Resources,0,GB,1042,1364,True
etc,0,1,0,Full-time,Retail,Information Technology,0,US,1439,2909,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,0,1853,True
etc,0,1,0,Full-time,Financial Services,,0,GB,79,1094,False
etc,0,1,0,Full-time,Internet,,0,etc,501,1197,False
etc,0,1,0,Part-time,Consumer Electronics,Engineering,0,NZ,1309,1470,True
etc,0,1,0,Full-time,Computer Software,Engineering,0,CA,610,984,True
etc,0,1,0,Full-time,Accounting,Finance,1,US,351,209,True
etc,0,1,0,,,,0,US,699,865,False
Engineering,0,1,1,Full-time,Computer Networking,Engineering,1,US,1417,1616,True
etc,0,1,0,Full-time,Venture Capital & Private Equity,Other,0,GB,426,1474,True
etc,0,1,0,Full-time,Internet,Design,0,US,1385,887,True
etc,0,0,0,Full-time,Oil & Energy,,1,US,0,2185,False
Sales,0,1,1,,,Sales,0,US,1576,233,False
etc,0,1,1,,,,0,DE,134,859,False
IT,0,1,1,Full-time,Consumer Goods,Information Technology,0,US,2301,740,True
Service,0,0,1,Full-time,Information Technology and Services,,0,GR,0,518,True
Sales,0,1,1,Full-time,Consumer Services,Sales,0,US,1247,1775,True
etc,0,1,0,Full-time,Information Technology and Services,,0,US,0,2735,False
etc,0,0,0,Full-time,Management Consulting,Management,0,US,228,130,True
etc,0,1,1,Full-time,Internet,Design,0,GR,353,392,True
etc,1,1,1,Full-time,Computer Software,Sales,0,US,0,1179,True
Sales,1,0,0,Full-time,Information Technology and Services,Information Technology,0,etc,0,665,True
etc,0,0,1,Full-time,,Engineering,0,US,690,1151,True
etc,0,1,0,,,,0,etc,627,115,False
etc,0,1,1,Full-time,Computer Software,Engineering,0,etc,1208,3868,True
Engineering,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,1194,2132,True
etc,0,1,1,Full-time,Hospital & Health Care,Customer Service,0,GB,361,1890,True
etc,0,0,1,Full-time,Gambling & Casinos,Marketing,0,GR,0,1084,True
etc,0,0,0,Full-time,,,0,US,228,706,False
etc,0,0,0,Full-time,Gambling & Casinos,Accounting/Auditing,0,GR,0,318,True
Sales,0,1,1,Full-time,Marketing and Advertising,Sales,0,GB,1508,1242,True
etc,0,1,1,Full-time,Sports,Sales,0,US,1628,2410,True
etc,0,1,0,,,,0,etc,1247,2409,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
Sales,0,1,1,Full-time,Security and Investigations,Sales,0,US,1185,1185,True
etc,0,1,1,Full-time,Management Consulting,Marketing,0,etc,422,1298,True
etc,0,1,1,,,,0,GR,321,358,False
Marketing,0,1,1,Full-time,Computer Software,Marketing,0,NZ,1708,4699,True
Marketing,0,1,1,Full-time,Computer Software,Marketing,0,US,300,623,True
etc,0,0,0,,,,0,etc,0,235,False
etc,0,1,1,Full-time,Computer Software,Sales,0,US,1208,2008,True
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,US,606,1226,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,175,True
Service,0,1,1,Full-time,Internet,Strategy/Planning,0,GB,1042,1372,True
etc,0,1,1,Full-time,Computer Software,Design,0,GR,213,988,True
etc,0,1,1,Full-time,Internet,Information Technology,0,US,544,742,True
etc,1,0,0,Full-time,Telecommunications,Engineering,0,US,0,893,True
Engineering,0,1,1,Full-time,Computer Networking,Engineering,1,US,1417,3628,True
Operations,0,1,1,Full-time,Financial Services,Administrative,0,GB,979,298,True
etc,0,0,0,Full-time,Restaurants,,0,US,0,836,False
etc,0,0,1,Full-time,Online Media,Engineering,0,etc,0,1275,True
etc,0,1,1,Full-time,Venture Capital & Private Equity,Information Technology,0,GB,426,1372,True
Marketing,0,1,1,Full-time,Computer Software,Marketing,0,US,492,1614,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,175,True
etc,0,1,0,Full-time,Financial Services,,0,US,1025,921,True
Design,0,1,1,Full-time,Internet,Design,0,US,720,880,True
etc,0,1,1,Full-time,,Education,0,US,1014,3597,True
etc,0,1,0,Contract,Marketing and Advertising,Sales,0,US,1349,1762,True
etc,0,1,1,Full-time,Marketing and Advertising,Advertising,0,US,649,322,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,0,3695,True
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,2474,True
etc,0,1,0,Full-time,Financial Services,,0,US,364,630,True
etc,0,1,1,Full-time,,Consulting,0,etc,1050,1750,False
Marketing,0,1,1,Full-time,Information Technology and Services,Marketing,0,etc,1450,1474,True
Product,0,1,0,Full-time,Computer Software,Art/Creative,0,US,323,1058,True
Development,0,0,1,Full-time,Computer Software,Information Technology,0,US,1685,1023,True
etc,0,1,1,Full-time,Marketing and Advertising,Data Analyst,0,GR,1057,2155,True
etc,0,1,0,Full-time,Marketing and Advertising,,0,US,2206,3472,True
Engineering,0,1,1,Full-time,Telecommunications,Engineering,1,US,1417,2269,True
etc,0,1,0,Contract,Education Management,,0,US,53,184,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,247,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,235,True
etc,0,1,1,Part-time,,,0,US,0,226,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,324,True
etc,0,1,1,Full-time,Information Technology and Services,,0,GR,382,442,True
Engineering,0,1,0,,,Engineering,0,US,684,1569,False
etc,0,1,1,Full-time,Environmental Services,,0,US,619,1802,True
etc,0,1,1,Full-time,Nonprofit Organization Management,Management,0,US,1503,947,True
etc,0,1,1,Full-time,Information Technology and Services,Project Management,0,GB,372,1796,True
etc,0,0,1,Full-time,Information Technology and Services,Information Technology,0,US,521,999,True
Engineering,0,1,1,Full-time,Computer Software,Engineering,0,US,529,682,True
Engineering,0,0,0,Full-time,Computer Software,Engineering,0,US,0,1854,False
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,CA,684,1343,True
Engineering,0,1,1,Full-time,Marketing and Advertising,Engineering,0,GB,1508,963,True
etc,0,1,0,Full-time,Building Materials,Sales,0,US,702,1720,False
etc,0,1,1,Full-time,Information Technology and Services,Engineering,0,etc,2690,992,True
etc,0,0,0,Part-time,Marketing and Advertising,Sales,1,GB,0,146,True
etc,1,1,1,,,,0,etc,0,686,False
etc,0,1,0,Full-time,,,0,US,699,1562,False
etc,0,1,1,Full-time,Hospital & Health Care,Sales,0,US,1628,2288,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,GB,729,102,True
Product,0,1,1,Full-time,Internet,Design,0,GR,473,1536,True
Sales,0,1,1,Full-time,Computer Software,Sales,0,US,890,1266,True
etc,0,1,0,,,,0,GB,1100,478,False
Operations,0,1,0,Full-time,Telecommunications,Other,0,GR,2676,1508,True
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,US,520,640,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Full-time,Real Estate,,0,US,1025,2335,True
Sales,0,1,0,Full-time,Computer Software,Sales,0,US,614,2600,True
etc,1,1,1,Contract,,,0,US,564,2236,False
etc,0,1,0,,,,0,GB,1100,367,False
etc,0,1,1,Full-time,Internet,Engineering,0,US,2206,1230,True
etc,0,0,0,Part-time,Writing and Editing,Writing/Editing,0,US,0,618,True
etc,0,1,0,Part-time,,Art/Creative,0,US,803,1620,True
etc,0,0,1,Temporary,Hospitality,Other,0,US,0,957,True
etc,0,1,1,,,,0,GR,527,437,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,1,1,1,Part-time,Information Technology and Services,Writing/Editing,0,etc,2690,2670,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,242,True
Development,0,1,1,Full-time,Information Technology and Services,Business Development,0,US,4007,1135,True
etc,0,1,1,Full-time,Information Technology and Services,Sales,0,US,198,1711,True
Development,0,1,0,Full-time,Oil & Energy,Engineering,0,US,807,271,True
etc,0,1,1,Full-time,Financial Services,Administrative,0,GB,310,1660,True
etc,0,1,1,,,,0,etc,553,1005,False
etc,0,1,0,Full-time,Apparel & Fashion,Marketing,0,GB,673,1500,True
etc,0,0,1,Full-time,Marketing and Advertising,Marketing,0,US,0,2305,True
etc,0,1,0,,,,0,etc,627,409,False
Engineering,0,1,1,Full-time,Internet,Engineering,0,US,606,1061,True
Technology,0,1,0,Full-time,Staffing and Recruiting,Information Technology,0,etc,762,754,True
Marketing,0,1,1,Part-time,Computer Software,Marketing,0,US,0,996,True
etc,0,1,0,Full-time,,,0,GB,310,1718,True
etc,0,1,1,,,,0,US,816,1212,False
etc,0,0,1,Full-time,Hospitality,,0,GB,0,368,True
Technology,0,0,1,Full-time,Biotechnology,Engineering,0,GR,0,703,False
Development,0,1,1,Full-time,Computer Software,Engineering,0,DE,1568,1638,True
etc,0,1,1,Full-time,Human Resources,Human Resources,1,US,1371,130,True
etc,1,0,0,Contract,Information Technology and Services,Customer Service,0,etc,669,1206,True
etc,0,1,0,Full-time,"Leisure, Travel & Tourism",Information Technology,0,US,1344,607,True
etc,0,0,0,Full-time,,,0,US,228,931,False
Service,0,1,1,Part-time,Individual & Family Services,Other,0,US,717,1276,True
etc,0,1,1,Contract,Education Management,,0,CA,53,384,True
etc,0,1,1,Full-time,Financial Services,Finance,0,etc,1394,554,True
etc,0,1,1,,,,0,GB,829,242,False
Technology,0,1,1,Full-time,Information Technology and Services,Information Technology,0,etc,630,1623,True
Sales,0,1,1,Full-time,Construction,Sales,0,US,1043,1274,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,SG,1958,986,False
Sales,0,1,1,Full-time,Consumer Goods,Sales,0,US,2301,689,True
etc,0,1,1,Temporary,Electrical/Electronic Manufacturing,Customer Service,0,NZ,244,486,True
etc,0,0,0,Full-time,,,0,US,228,147,False
etc,0,1,0,,,,0,US,575,168,False
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,467,405,True
etc,0,1,1,Contract,Education Management,,0,CA,53,384,True
Design,0,0,0,Full-time,Import and Export,Art/Creative,0,etc,0,1297,True
etc,0,1,1,,,,0,etc,310,1040,False
Technology,0,1,1,Contract,Information Technology and Services,Information Technology,0,US,712,412,True
etc,0,1,0,,,,0,US,961,773,False
etc,0,1,0,,,,0,US,1439,149,False
etc,0,1,1,Full-time,,,0,US,83,1515,True
etc,0,1,1,Full-time,Computer Software,Marketing,0,US,0,2334,True
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,US,204,1281,True
etc,1,1,0,,"Health, Wellness and Fitness",Information Technology,0,etc,82,2359,True
etc,0,1,0,Full-time,Management Consulting,Design,0,US,1402,3304,True
etc,0,0,0,Part-time,,,1,US,0,434,False
etc,0,1,0,,,,0,US,1247,1851,True
etc,0,1,1,Full-time,Financial Services,Sales,0,US,1025,2988,True
etc,0,1,1,,,,0,etc,29,121,False
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,1034,True
etc,0,1,0,Full-time,Online Media,Data Analyst,0,GB,263,567,True
Engineering,0,1,0,Full-time,Electrical/Electronic Manufacturing,Engineering,0,NZ,904,1648,True
etc,0,1,1,,,,0,etc,433,597,False
Sales,0,1,1,Full-time,Computer Software,Sales,0,etc,0,871,False
etc,0,1,0,,,,0,US,723,1301,False
Service,0,1,1,Full-time,Construction,Administrative,0,CA,1064,913,True
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,etc,0,1118,True
Product,0,1,1,Full-time,Computer Software,Design,0,US,323,1116,True
etc,0,1,1,Full-time,Insurance,Information Technology,0,GR,1005,2083,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,etc,726,975,True
IT,0,1,0,Full-time,Computer Software,Information Technology,0,etc,509,897,False
etc,0,1,1,Full-time,,,0,GB,506,1152,False
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,2474,True
Sales,0,1,1,Full-time,Automotive,Sales,0,US,603,1811,True
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,2520,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,DE,726,1018,True
etc,0,1,0,Part-time,,Advertising,0,US,803,1598,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,175,True
etc,0,1,0,Full-time,Information Technology and Services,Sales,0,etc,362,1727,True
etc,0,0,0,Full-time,Financial Services,Sales,0,US,0,2474,True
